Year,Science_Engineering_Field,SE_comparison,Broad_Field,Broad_Field_comparison,Field,Field_comparison,Recipients
1967,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,61
1967,Science and engineering,0,Engineering,0,Mechanical engineering,1,316
1967,Science and engineering,0,Engineering,0,Other engineering,1,1488
1967,Science and engineering,0,Life sciences,1,Total,0,3143
1967,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,606
1967,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,2360
1967,Science and engineering,0,Life sciences,0,Health sciences,1,177
1967,Science and engineering,0,Mathematics and computer sciences,1,Total,0,830
1967,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,830
1967,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,3503
1967,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,64
1967,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,40
1967,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1773
1967,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,316
1967,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,62
1967,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1248
1967,Science and engineering,0,Psychology and social sciences,1,Total,0,3194
1967,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,147
1967,Science and engineering,0,Psychology and social sciences,0,Economics,1,691
1967,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,310
1967,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,420
1967,Science and engineering,0,Psychology and social sciences,0,Psychology,1,1295
1967,Science and engineering,0,Psychology and social sciences,0,Sociology,1,331
1967,Total,0,Total,0,All fields,1,20403
1968,Non-science and engineering,1,Total,0,Total,0,8113
1968,Non-science and engineering,0,Education,1,Total,0,4029
1968,Non-science and engineering,0,Education,0,Education administration,1,1063
1968,Non-science and engineering,0,Education,0,Education research,1,1398
1968,Non-science and engineering,0,Education,0,Other education,1,91
1968,Non-science and engineering,0,Education,0,Teacher education,1,493
1968,Non-science and engineering,0,Education,0,Teaching fields,1,984
1968,Non-science and engineering,0,Humanities and arts,1,Total,0,3370
1968,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,526
1968,Non-science and engineering,0,Humanities and arts,0,History,1,741
1968,Non-science and engineering,0,Humanities and arts,0,Letters,1,1290
1968,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,813
1968,Non-science and engineering,0,Other,1,Total,0,714
1968,Non-science and engineering,0,Other,0,Business management and administration,1,440
1968,Non-science and engineering,0,Other,0,Communication,1,49
1968,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,225
1968,Science and engineering,1,Total,0,Total,0,14824
1968,Science and engineering,0,Engineering,1,Total,0,2855
1968,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,166
1968,Science and engineering,0,Engineering,0,Chemical engineering,1,368
1968,Science and engineering,0,Engineering,0,Civil engineering,1,301
1968,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,74
1968,Science and engineering,0,Engineering,0,Mechanical engineering,1,369
1968,Science and engineering,0,Engineering,0,Other engineering,1,1577
1968,Science and engineering,0,Life sciences,1,Total,0,3707
1968,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,684
1968,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,2827
1968,Science and engineering,0,Life sciences,0,Health sciences,1,196
1968,Science and engineering,0,Mathematics and computer sciences,1,Total,0,971
1968,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,971
1968,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,3682
1968,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,98
1968,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,47
1968,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1803
1968,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,337
1968,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,59
1968,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1338
1968,Science and engineering,0,Psychology and social sciences,1,Total,0,3609
1968,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,138
1968,Science and engineering,0,Psychology and social sciences,0,Economics,1,747
1968,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,418
1968,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,472
1968,Science and engineering,0,Psychology and social sciences,0,Psychology,1,1464
1968,Science and engineering,0,Psychology and social sciences,0,Sociology,1,370
1968,Total,0,Total,0,All fields,1,22937
1969,Non-science and engineering,1,Total,0,Total,0,9169
1969,Non-science and engineering,0,Education,1,Total,0,4659
1969,Non-science and engineering,0,Education,0,Education administration,1,1222
1969,Non-science and engineering,0,Education,0,Education research,1,1433
1969,Non-science and engineering,0,Education,0,Other education,1,511
1969,Non-science and engineering,0,Education,0,Teacher education,1,393
1969,Non-science and engineering,0,Education,0,Teaching fields,1,1100
1969,Non-science and engineering,0,Humanities and arts,1,Total,0,3682
1969,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,584
1969,Non-science and engineering,0,Humanities and arts,0,History,1,886
1969,Non-science and engineering,0,Humanities and arts,0,Letters,1,1350
1969,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,862
1969,Non-science and engineering,0,Other,1,Total,0,828
1969,Non-science and engineering,0,Other,0,Business management and administration,1,516
1969,Non-science and engineering,0,Other,0,Communication,1,38
1969,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,274
1969,Science and engineering,1,Total,0,Total,0,16574
1969,Science and engineering,0,Engineering,1,Total,0,3265
1969,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,197
1969,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,37
1969,Science and engineering,0,Engineering,0,Chemical engineering,1,411
1969,Science and engineering,0,Engineering,0,Civil engineering,1,309
1969,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,111
1969,Science and engineering,0,Engineering,0,Materials science engineering,1,22
1969,Science and engineering,0,Engineering,0,Mechanical engineering,1,403
1969,Science and engineering,0,Engineering,0,Other engineering,1,1775
1969,Science and engineering,0,Life sciences,1,Total,0,4204
1969,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,815
1969,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,3092
1969,Science and engineering,0,Life sciences,0,Health sciences,1,297
1969,Science and engineering,0,Mathematics and computer sciences,1,Total,0,1070
1969,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1070
1969,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,3935
1969,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,112
1969,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,48
1969,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1967
1969,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,400
1969,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,59
1969,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1349
1969,Science and engineering,0,Psychology and social sciences,1,Total,0,4100
1969,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,181
1969,Science and engineering,0,Psychology and social sciences,0,Economics,1,708
1969,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,577
1969,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,455
1969,Science and engineering,0,Psychology and social sciences,0,Psychology,1,1766
1969,Science and engineering,0,Psychology and social sciences,0,Sociology,1,413
1969,Total,0,Total,0,All fields,1,25743
1970,Non-science and engineering,1,Total,0,Total,0,11040
1970,Non-science and engineering,0,Education,1,Total,0,5857
1970,Non-science and engineering,0,Education,0,Education administration,1,1438
1970,Non-science and engineering,0,Education,0,Education research,1,2102
1970,Non-science and engineering,0,Education,0,Other education,1,370
1970,Non-science and engineering,0,Education,0,Teacher education,1,563
1970,Non-science and engineering,0,Education,0,Teaching fields,1,1384
1970,Non-science and engineering,0,Humanities and arts,1,Total,0,4153
1970,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,647
1970,Non-science and engineering,0,Humanities and arts,0,History,1,1091
1970,Non-science and engineering,0,Humanities and arts,0,Letters,1,1451
1970,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,964
1970,Non-science and engineering,0,Other,1,Total,0,1030
1970,Non-science and engineering,0,Other,0,Business management and administration,1,584
1970,Non-science and engineering,0,Other,0,Communication,1,27
1970,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,419
1970,Science and engineering,1,Total,0,Total,0,18458
1970,Science and engineering,0,Engineering,1,Total,0,3434
1970,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,204
1970,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,45
1970,Science and engineering,0,Engineering,0,Chemical engineering,1,445
1970,Science and engineering,0,Engineering,0,Civil engineering,1,311
1970,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,117
1970,Science and engineering,0,Engineering,0,Materials science engineering,1,35
1970,Science and engineering,0,Engineering,0,Mechanical engineering,1,400
1970,Science and engineering,0,Engineering,0,Other engineering,1,1877
1970,Science and engineering,0,Life sciences,1,Total,0,4693
1970,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,918
1970,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,3361
